#obswave  flux    err
8594.0920 5.24845 0.487448
8596.0711 3.75240 0.506894
8598.0507 3.59352 0.579735
8600.0307 3.69670 0.592278
8602.0111 3.25455 0.500552
8603.9920 3.36306 0.473586
8605.9734 4.82636 0.593434
8607.9552 4.87478 0.631743
8609.9375 4.25727 0.540688
8611.9203 4.75924 0.543107
8613.9035 5.33658 0.583540
8615.8871 5.02568 0.652703
8617.8712 4.43984 0.691481
8619.8558 4.50852 0.758386
8621.8408 4.40069 0.827586
8623.8263 5.63138 0.884519
8625.8122 3.73626 0.942746
8627.7986 1.91594 0.979066
8629.7855 5.88220 0.972539
8631.7728 4.22447 0.984112
8633.7606 3.06466 0.970042
8635.7488 2.83006 0.954131
8637.7375 3.48315 0.884146
8639.7266 4.19995 0.810926
8641.7162 4.32908 0.780667
8643.7063 5.50449 0.701431
8645.6968 3.88923 0.618650
8647.6878 6.75796 0.786449
8649.6792 6.66404 0.897661
8651.6711 3.75947 0.871108
8653.6634 5.35795 0.909301
8655.6562 2.50145 0.933740
8657.6495 4.68204 1.14754
8659.6432 3.21450 1.01100
8661.6374 2.63976 0.979681
8663.6321 5.37209 0.965924
8665.6272 5.35937 0.990080
8667.6227 1.39887 0.966578
8669.6188 3.65028 0.898291
8671.6152 5.24422 0.911812
8673.6122 5.09645 0.867848
8675.6096 4.73874 0.822537
8677.6074 4.46859 0.814939
8679.6058 4.42310 0.751578
8681.6046 3.39964 0.739698
8683.6038 3.97567 0.765391
8685.6035 4.08933 0.657930
8687.6037 3.70097 0.646710
8689.6043 4.76308 0.655388
8691.6054 4.10946 0.601376
8693.6069 4.17434 0.619482
8695.6089 4.45144 0.609218
8697.6114 4.10358 0.571085
8699.6143 3.92289 0.587673
8701.6177 4.68805 0.611825
8703.6216 4.04960 0.572951
8705.6259 4.38029 0.537072
8707.6307 4.95762 0.575038
8709.6359 4.67739 0.575406
8711.6416 3.88913 0.541698
8713.6478 3.80645 0.517860
8715.6544 4.07885 0.537828
8717.6615 3.53368 0.551073
8719.6690 4.64799 0.565233
8721.6770 5.23611 0.570636
8723.6855 4.35766 0.537721
8725.6944 3.97819 0.534714
8727.7038 4.10935 0.536284
8729.7137 4.51568 0.533058
8731.7240 2.65948 0.495192
8733.7348 3.31603 0.517701
8735.7460 5.28445 0.537778
8737.7578 3.10703 0.546121
8739.7699 3.67921 0.558511
8741.7826 4.29104 0.549357
8743.7957 4.09427 0.540443
8745.8092 4.61576 0.539238
8747.8233 5.01138 0.528846
8749.8378 3.81428 0.625167
8751.8527 4.91419 0.647737
8753.8681 3.74486 0.536575
8755.8840 5.11958 0.636861
8757.9004 6.31028 0.786629
8759.9172 4.30440 0.951015
8761.9345 1.72132 1.27356
8763.9522 3.31602 1.32943
8765.9704 2.33847 1.12954
8767.9891 1.93716 1.36073
8770.0082 1.70001 1.50732
8772.0278 2.13348 1.02679
8774.0479 5.40367 0.716821
8776.0684 8.24687 0.924145
8778.0894 5.36452 1.47901
8780.1109 1.88404 1.73466
8782.1328 1.30714 1.08476
8784.1552 3.51045 0.644480
8786.1781 5.37293 0.572712
8788.2014 3.53640 0.578701
8790.2252 4.88080 0.711435
8792.2494 4.45613 0.990662
8794.2741 3.36994 0.908854
8796.2993 3.51848 0.628253
8798.3250 4.03398 0.557961
8800.3511 4.58144 0.563493
8802.3777 3.91336 0.551312
8804.4048 3.91912 0.565998
8806.4323 4.05038 0.546749
8808.4603 3.87758 0.558790
8810.4887 4.13665 0.608735
8812.5177 4.56772 0.632943
8814.5470 4.80591 0.596629
8816.5769 4.77321 0.563232
8818.6072 5.54416 0.563757
8820.6380 7.08026 0.590235
8822.6693 7.91182 0.658285
8824.7010 7.18404 1.00165
8826.7332 3.82828 1.87658
8828.7659 2.87550 2.72672
8830.7990 2.12875 2.00377
8832.8326 2.18273 0.916337
8834.8667 5.03789 0.898556
8836.9012 2.03816 1.26647
8838.9362 4.77571 1.49834
8840.9717 5.33985 1.06554
8843.0076 3.97211 0.706536
8845.0440 4.21441 0.676583
8847.0809 5.29056 0.724035
8849.1183 2.97118 0.734399
8851.1561 4.11927 0.925938
8853.1944 2.87324 0.897083
8855.2331 3.74285 0.630785
8857.2724 5.80951 0.625721
8859.3121 3.36637 0.579960
8861.3522 6.14344 0.725690
8863.3929 4.11112 0.818285
8865.4340 4.24458 0.891203
8867.4756 5.00713 0.989803
8869.5176 3.85175 1.27691
8871.5601 3.11004 1.05214
8873.6031 4.69018 0.673253
8875.6466 5.19136 0.606282
8877.6905 4.89660 0.565051
8879.7349 5.13199 0.547683
8881.7798 4.96863 0.689039
8883.8251 4.14922 0.951170
8885.8709 7.13518 1.94126
8887.9172 -1.08037 2.35125
8889.9640 -0.400806 1.59196
8892.0112 4.05589 0.788003
8894.0589 4.98873 0.603297
8896.1070 5.60199 0.606814
8898.1557 3.76200 0.609225
8900.2048 5.60648 0.660327
8902.2544 3.99511 0.858168
8904.3044 3.04971 1.35355
8906.3550 3.83578 1.24476
8908.4060 2.10839 0.743827
8910.4574 4.49372 0.712637
8912.5094 6.89190 0.651083
8914.5618 6.22128 0.637376
8916.6147 5.91984 0.805922
8918.6681 6.70401 1.50849
8920.7219 2.70815 2.56968
8922.7762 -7.95721 2.44487
8924.8310 1.49482 1.17806
8926.8862 4.96921 0.713740
8928.9420 3.96742 0.655788
8930.9982 5.08287 0.658071
8933.0548 4.31650 0.749744
8935.1120 4.28674 0.748781
8937.1696 3.63443 0.634103
8939.2277 3.50395 0.603000
8941.2863 4.53289 0.706775
8943.3453 4.61443 1.04991
8945.4048 2.24628 1.34379
8947.4648 2.89145 1.00078
8949.5253 3.62787 0.669228
8951.5862 6.04428 0.647737
8953.6477 6.46455 0.656783
8955.7095 5.91491 0.916941
8957.7719 7.42821 1.72527
8959.8348 1.03434 2.27256
8961.8981 -0.604336 1.74679
8963.9619 2.35325 0.857998
8966.0261 3.74394 0.640797
8968.0909 3.12590 0.608971
8970.1561 4.67737 0.634810
8972.2218 4.65157 0.662638
8974.2879 2.76448 0.675511
8976.3546 3.13588 0.655617
8978.4217 4.42472 0.653239
8980.4893 4.83031 0.640497
8982.5574 4.65581 0.645321
8984.6259 3.60579 0.657437
8986.6950 5.25641 0.751181
8988.7645 5.80861 1.05731
8990.8344 3.86984 1.11262
8992.9049 2.76989 0.845577
8994.9758 5.36188 0.680294
8997.0472 5.57589 0.687244
8999.1191 5.69842 0.793658
9001.1915 4.11203 1.25030
9003.2643 1.92147 1.84628
9005.3376 1.83448 1.36481
9007.4114 3.85238 0.808283
9009.4857 2.70480 0.674105
9011.5604 4.54181 0.637713
9013.6357 4.16721 0.623580
9015.7114 4.02039 0.626684
9017.7876 4.57849 0.639985
9019.8642 3.03143 0.609945
9021.9414 5.14165 0.668824
9024.0190 3.14237 0.782134
9026.0971 2.45503 0.754065
9028.1756 3.28478 0.651570
9030.2547 3.80996 0.656248
9032.3342 4.28226 0.638997
9034.4142 5.14789 0.640880
9036.4947 4.79066 0.716413
9038.5757 5.54269 0.932704
9040.6572 4.71375 1.12578
9042.7391 3.39897 0.856093
9044.8215 5.34541 0.666419
9046.9044 4.02068 0.714331
9048.9877 6.95618 0.900682
9051.0716 2.93967 1.20076
9053.1559 0.0466583 1.05172
9055.2407 3.53580 0.756907
9057.3260 5.50797 0.716653
9059.4118 4.37713 0.692482
9061.4980 3.35051 0.659840
9063.5847 3.59586 0.651937
9065.6720 4.18724 0.662382
9067.7596 3.97276 0.685686
9069.8478 3.28461 0.673666
9071.9365 4.23628 0.694904
9074.0256 4.23922 0.679992
9076.1152 4.51407 0.642580
9078.2053 4.48916 0.652745
9080.2959 4.20818 0.675867
9082.3869 4.91278 0.706207
9084.4785 5.42174 0.741166
9086.5705 5.12253 0.758480
9088.6630 6.01656 0.730065
9090.7560 4.37872 0.690780
9092.8494 2.57232 0.768858
9094.9434 6.40071 0.872430
9097.0378 5.42589 0.757867
9099.1327 5.37502 0.710470
9101.2281 3.72327 0.740763
9103.3240 3.40209 0.952377
9105.4204 4.40005 0.997043
9107.5172 2.99351 0.900258
9109.6145 4.05686 0.774505
9111.7123 4.50367 0.695282
9113.8106 4.78376 0.719889
9115.9094 4.46056 0.703234
9118.0087 3.58165 0.687466
9120.1084 3.22394 0.671303
9122.2086 3.14170 0.662638
9124.3093 3.27155 0.665721
9126.4105 4.64177 0.686418
9128.5122 5.10004 0.667120
9130.6144 4.22470 0.646033
9132.7170 4.15150 0.663075
9134.8201 3.80393 0.681385
9136.9237 3.41265 0.721489
9139.0278 3.56199 0.726015
9141.1324 4.37198 0.745829
9143.2375 5.56377 0.730007
9145.3430 6.03715 0.710144
9147.4491 4.01828 0.687935
9149.5556 3.78765 0.697969
9151.6626 4.31069 0.782327
9153.7701 3.44307 0.841603
9155.8781 2.21577 0.788348
9157.9865 3.25126 0.723836
9160.0955 3.91975 0.777898
9162.2049 4.50105 0.907667
9164.3148 4.67087 0.897542
9166.4252 4.86928 0.810944
9168.5361 4.92989 0.740331
9170.6475 4.31595 0.719995
9172.7594 4.43777 0.702172
9174.8717 4.12099 0.681934
9176.9845 4.12743 0.676365
9179.0979 4.29222 0.667712
9181.2117 4.81458 0.727570
9183.3260 5.85332 0.766287
9185.4407 4.82685 0.743812
9187.5560 3.48128 0.721166
9189.6718 4.21703 0.718429
9191.7880 4.82526 0.738933
9193.9047 4.12158 0.715341
9196.0220 3.96266 0.730796
9198.1397 4.12345 0.747886
9200.2579 3.56263 0.758135
9202.3765 4.73287 0.918615
9204.4957 4.58859 0.865715
9206.6154 3.52409 0.836186
9208.7355 5.67952 0.767808
9210.8562 5.96406 0.791713
9212.9773 7.58522 0.812195
9215.0989 4.74715 0.795618
9217.2210 3.69905 0.865507
9219.3436 6.16408 0.890758
9221.4667 4.98071 0.820215
9223.5902 4.54033 0.835532
9225.7143 6.71704 0.935638
9227.8388 5.78119 0.928277
9229.9638 3.40988 0.860755
9232.0894 3.19363 0.827224
9234.2154 4.13692 0.812045
